"","x"
"1550","unrelated"
"1551","discuss"
"1552","unrelated"
"1553","discuss"
"1554","unrelated"
"1555","agree"
"1556","discuss"
"1557","unrelated"
"1558","unrelated"
"1559","unrelated"
"1560","unrelated"
"1561","unrelated"
"1562","discuss"
"1563","agree"
"1564","unrelated"
"1565","unrelated"
"1566","unrelated"
"1567","unrelated"
"1568","unrelated"
"1569","disagree"
"1570","agree"
"1571","unrelated"
"1572","discuss"
"1573","discuss"
"1574","unrelated"
"1575","unrelated"
"1576","discuss"
"1577","unrelated"
"1578","unrelated"
"1579","unrelated"
"1580","unrelated"
"1581","unrelated"
"1582","unrelated"
"1583","discuss"
"1584","discuss"
"1585","unrelated"
"1586","unrelated"
"1587","unrelated"
"1588","agree"
"1589","unrelated"
"1590","discuss"
"1591","unrelated"
"1592","unrelated"
"1593","unrelated"
"1594","unrelated"
"1595","unrelated"
"1596","unrelated"
"1597","unrelated"
"1598","unrelated"
"1599","unrelated"
"1600","unrelated"
"1601","unrelated"
"1602","unrelated"
"1603","unrelated"
"1604","unrelated"
"1605","unrelated"
"1606","unrelated"
"1607","unrelated"
"1608","agree"
"1609","unrelated"
"1610","unrelated"
"1611","discuss"
"1612","discuss"
"1613","unrelated"
"1614","unrelated"
"1615","unrelated"
"1616","discuss"
"1617","unrelated"
"1618","disagree"
"1619","unrelated"
"1620","unrelated"
"1621","unrelated"
"1622","unrelated"
"1623","unrelated"
"1624","discuss"
"1625","unrelated"
"1626","unrelated"
"1627","agree"
"1628","unrelated"
"1629","unrelated"
"1630","unrelated"
"1631","unrelated"
"1632","unrelated"
"1633","discuss"
"1634","unrelated"
"1635","unrelated"
"1636","agree"
"1637","unrelated"
"1638","unrelated"
"1639","unrelated"
"1640","unrelated"
"1641","unrelated"
"1642","unrelated"
"1643","unrelated"
"1644","unrelated"
"1645","unrelated"
"1646","unrelated"
"1647","unrelated"
"1648","agree"
"1649","disagree"
"1650","unrelated"
"1651","unrelated"
"1652","unrelated"
"1653","unrelated"
"1654","unrelated"
"1655","discuss"
"1656","discuss"
"1657","disagree"
"1658","unrelated"
"1659","unrelated"
"1660","unrelated"
"1661","unrelated"
"1662","unrelated"
"1663","unrelated"
"1664","unrelated"
"1665","unrelated"
"1666","unrelated"
"1667","unrelated"
"1668","unrelated"
"1669","unrelated"
"1670","unrelated"
"1671","unrelated"
"1672","unrelated"
"1673","unrelated"
"1674","unrelated"
"1675","unrelated"
"1676","unrelated"
"1677","unrelated"
"1678","unrelated"
"1679","unrelated"
"1680","unrelated"
"1681","unrelated"
"1682","unrelated"
"1683","discuss"
"1684","unrelated"
"1685","discuss"
"1686","disagree"
"1687","unrelated"
"1688","discuss"
"1689","agree"
"1690","agree"
"1691","unrelated"
"1692","unrelated"
"1693","unrelated"
"1694","discuss"
"1695","unrelated"
"1696","unrelated"
"1697","unrelated"
"1698","discuss"
"1699","unrelated"
"1700","agree"
"1701","unrelated"
"1702","unrelated"
"1703","discuss"
"1704","unrelated"
"1705","unrelated"
"1706","unrelated"
"1707","unrelated"
"1708","unrelated"
"1709","discuss"
"1710","unrelated"
"1711","unrelated"
"1712","agree"
"1713","unrelated"
"1714","unrelated"
"1715","disagree"
"1716","unrelated"
"1717","unrelated"
"1718","unrelated"
"1719","unrelated"
"1720","disagree"
"1721","unrelated"
"1722","unrelated"
"1723","unrelated"
"1724","unrelated"
"1725","unrelated"
"1726","unrelated"
"1727","agree"
"1728","unrelated"
"1729","unrelated"
"1730","discuss"
"1731","unrelated"
"1732","discuss"
"1733","discuss"
"1734","unrelated"
"1735","unrelated"
"1736","unrelated"
"1737","discuss"
"1738","discuss"
"1739","unrelated"
"1740","unrelated"
"1741","unrelated"
"1742","unrelated"
"1743","unrelated"
"1744","unrelated"
"1745","discuss"
"1746","discuss"
"1747","discuss"
"1748","unrelated"
"1749","unrelated"
"1750","unrelated"
"1751","unrelated"
"1752","unrelated"
"1753","discuss"
"1754","agree"
"1755","discuss"
"1756","discuss"
"1757","discuss"
"1758","unrelated"
"1759","unrelated"
"1760","discuss"
"1761","unrelated"
"1762","discuss"
"1763","unrelated"
"1764","discuss"
"1765","unrelated"
"1766","unrelated"
"1767","unrelated"
"1768","unrelated"
"1769","unrelated"
"1770","unrelated"
"1771","unrelated"
"1772","unrelated"
"1773","unrelated"
"1774","discuss"
"1775","discuss"
"1776","disagree"
"1777","unrelated"
"1778","unrelated"
"1779","discuss"
"1780","unrelated"
"1781","discuss"
"1782","disagree"
"1783","agree"
"1784","unrelated"
"1785","discuss"
"1786","unrelated"
"1787","unrelated"
"1788","unrelated"
"1789","unrelated"
"1790","unrelated"
"1791","discuss"
"1792","unrelated"
"1793","unrelated"
"1794","agree"
"1795","unrelated"
"1796","unrelated"
"1797","agree"
"1798","agree"
"1799","unrelated"
"1800","unrelated"
"1801","discuss"
"1802","discuss"
"1803","unrelated"
"1804","unrelated"
"1805","unrelated"
"1806","unrelated"
"1807","agree"
"1808","agree"
"1809","unrelated"
"1810","unrelated"
"1811","unrelated"
"1812","unrelated"
"1813","unrelated"
"1814","discuss"
"1815","discuss"
"1816","unrelated"
"1817","unrelated"
"1818","unrelated"
"1819","unrelated"
"1820","discuss"
"1821","unrelated"
"1822","unrelated"
"1823","unrelated"
"1824","unrelated"
"1825","unrelated"
"1826","unrelated"
"1827","unrelated"
"1828","unrelated"
"1829","unrelated"
"1830","unrelated"
"1831","unrelated"
"1832","unrelated"
"1833","discuss"
"1834","unrelated"
"1835","unrelated"
"1836","unrelated"
"1837","unrelated"
"1838","unrelated"
"1839","unrelated"
"1840","unrelated"
"1841","unrelated"
"1842","discuss"
"1843","unrelated"
"1844","unrelated"
"1845","unrelated"
"1846","unrelated"
"1847","unrelated"
"1848","agree"
"1849","unrelated"
"1850","unrelated"
"1851","unrelated"
"1852","unrelated"
"1853","unrelated"
"1854","unrelated"
"1855","unrelated"
"1856","unrelated"
"1857","unrelated"
"1858","unrelated"
"1859","unrelated"
"1860","unrelated"
"1861","unrelated"
"1862","unrelated"
"1863","unrelated"
"1864","unrelated"
"1865","agree"
"1866","unrelated"
"1867","unrelated"
"1868","unrelated"
"1869","unrelated"
"1870","discuss"
"1871","unrelated"
"1872","unrelated"
"1873","unrelated"
"1874","unrelated"
"1875","unrelated"
"1876","unrelated"
"1877","unrelated"
"1878","unrelated"
"1879","unrelated"
"1880","unrelated"
"1881","unrelated"
"1882","unrelated"
"1883","unrelated"
"1884","discuss"
"1885","unrelated"
"1886","agree"
"1887","unrelated"
"1888","unrelated"
"1889","discuss"
"1890","unrelated"
"1891","unrelated"
"1892","unrelated"
"1893","unrelated"
"1894","discuss"
"1895","unrelated"
"1896","unrelated"
"1897","agree"
"1898","unrelated"
"1899","agree"
"1900","unrelated"
"1901","discuss"
"1902","unrelated"
"1903","unrelated"
"1904","agree"
"1905","unrelated"
"1906","unrelated"
"1907","unrelated"
"1908","unrelated"
"1909","unrelated"
"1910","unrelated"
"1911","discuss"
"1912","unrelated"
"1913","discuss"
"1914","unrelated"
"1915","unrelated"
"1916","discuss"
"1917","unrelated"
"1918","unrelated"
"1919","unrelated"
"1920","agree"
"1921","unrelated"
"1922","agree"
"1923","unrelated"
"1924","agree"
"1925","unrelated"
"1926","discuss"
"1927","unrelated"
"1928","unrelated"
"1929","unrelated"
"1930","discuss"
"1931","unrelated"
"1932","agree"
"1933","unrelated"
"1934","unrelated"
"1935","unrelated"
"1936","discuss"
"1937","unrelated"
"1938","unrelated"
"1939","unrelated"
"1940","disagree"
"1941","unrelated"
"1942","unrelated"
"1943","unrelated"
"1944","unrelated"
"1945","discuss"
"1946","unrelated"
"1947","unrelated"
"1948","discuss"
"1949","unrelated"
"1950","unrelated"
"1951","disagree"
"1952","unrelated"
"1953","unrelated"
"1954","discuss"
"1955","unrelated"
"1956","unrelated"
"1957","discuss"
"1958","discuss"
"1959","discuss"
"1960","unrelated"
"1961","unrelated"
"1962","discuss"
"1963","disagree"
"1964","agree"
"1965","unrelated"
"1966","discuss"
"1967","discuss"
"1968","unrelated"
"1969","unrelated"
"1970","unrelated"
"1971","unrelated"
"1972","unrelated"
"1973","discuss"
"1974","unrelated"
"1975","unrelated"
"1976","unrelated"
"1977","unrelated"
"1978","unrelated"
"1979","unrelated"
"1980","unrelated"
"1981","unrelated"
"1982","unrelated"
"1983","unrelated"
"1984","unrelated"
"1985","unrelated"
"1986","unrelated"
"1987","unrelated"
"1988","unrelated"
"1989","discuss"
"1990","unrelated"
"1991","discuss"
"1992","agree"
"1993","unrelated"
"1994","unrelated"
"1995","unrelated"
"1996","unrelated"
"1997","unrelated"
"1998","agree"
"1999","unrelated"
"2000","unrelated"
"2001","agree"
"2002","unrelated"
"2003","discuss"
"2004","discuss"
"2005","unrelated"
"2006","agree"
"2007","unrelated"
"2008","unrelated"
"2009","unrelated"
"2010","unrelated"
"2011","discuss"
"2012","disagree"
"2013","unrelated"
"2014","unrelated"
"2015","agree"
"2016","discuss"
"2017","unrelated"
"2018","unrelated"
"2019","unrelated"
"2020","unrelated"
"2021","discuss"
"2022","unrelated"
"2023","agree"
"2024","unrelated"
"2025","unrelated"
"2026","unrelated"
"2027","unrelated"
"2028","unrelated"
"2029","unrelated"
"2030","agree"
"2031","discuss"
"2032","unrelated"
"2033","unrelated"
"2034","agree"
"2035","unrelated"
"2036","unrelated"
"2037","unrelated"
"2038","agree"
"2039","unrelated"
"2040","unrelated"
"2041","unrelated"
"2042","unrelated"
"2043","unrelated"
"2044","discuss"
"2045","unrelated"
"2046","unrelated"
"2047","discuss"
"2048","unrelated"
"2049","discuss"
"2050","unrelated"
"2051","unrelated"
"2052","discuss"
"2053","agree"
"2054","unrelated"
"2055","unrelated"
"2056","discuss"
"2057","unrelated"
"2058","unrelated"
"2059","unrelated"
"2060","unrelated"
"2061","discuss"
"2062","discuss"
"2063","unrelated"
"2064","unrelated"
"2065","discuss"
"2066","unrelated"
"2067","unrelated"
"2068","unrelated"
"2069","unrelated"
"2070","agree"
"2071","unrelated"
"2072","agree"
"2073","unrelated"
"2074","unrelated"
"2075","unrelated"
"2076","unrelated"
"2077","unrelated"
"2078","unrelated"
"2079","unrelated"
"2080","discuss"
"2081","unrelated"
"2082","discuss"
"2083","unrelated"
"2084","unrelated"
"2085","unrelated"
"2086","unrelated"
"2087","unrelated"
"2088","unrelated"
"2089","discuss"
"2090","unrelated"
"2091","unrelated"
"2092","disagree"
"2093","unrelated"
"2094","agree"
"2095","unrelated"
"2096","unrelated"
"2097","unrelated"
"2098","unrelated"
"2099","unrelated"
"2100","agree"
"2101","unrelated"
"2102","unrelated"
"2103","unrelated"
"2104","unrelated"
"2105","unrelated"
"2106","unrelated"
"2107","unrelated"
"2108","unrelated"
"2109","unrelated"
"2110","unrelated"
"2111","unrelated"
"2112","unrelated"
"2113","unrelated"
"2114","unrelated"
"2115","discuss"
"2116","unrelated"
"2117","unrelated"
"2118","unrelated"
"2119","unrelated"
"2120","disagree"
"2121","unrelated"
"2122","unrelated"
"2123","unrelated"
"2124","agree"
"2125","unrelated"
"2126","discuss"
"2127","unrelated"
"2128","unrelated"
"2129","unrelated"
"2130","unrelated"
"2131","unrelated"
"2132","unrelated"
"2133","unrelated"
"2134","unrelated"
"2135","unrelated"
"2136","discuss"
"2137","discuss"
"2138","unrelated"
"2139","unrelated"
"2140","unrelated"
"2141","discuss"
"2142","unrelated"
"2143","discuss"
"2144","unrelated"
"2145","unrelated"
"2146","unrelated"
"2147","unrelated"
"2148","unrelated"
"2149","unrelated"
"2150","discuss"
"2151","disagree"
"2152","agree"
"2153","discuss"
"2154","agree"
"2155","discuss"
"2156","unrelated"
"2157","discuss"
"2158","agree"
"2159","discuss"
"2160","unrelated"
"2161","unrelated"
"2162","unrelated"
"2163","agree"
"2164","unrelated"
"2165","unrelated"
"2166","unrelated"
"2167","unrelated"
"2168","unrelated"
"2169","agree"
"2170","unrelated"
"2171","unrelated"
"2172","unrelated"
"2173","discuss"
"2174","unrelated"
"2175","unrelated"
"2176","unrelated"
"2177","unrelated"
"2178","unrelated"
"2179","unrelated"
"2180","unrelated"
"2181","unrelated"
"2182","unrelated"
"2183","unrelated"
"2184","unrelated"
"2185","unrelated"
"2186","unrelated"
"2187","unrelated"
"2188","discuss"
"2189","discuss"
"2190","unrelated"
"2191","unrelated"
"2192","unrelated"
"2193","agree"
"2194","unrelated"
"2195","unrelated"
"2196","unrelated"
"2197","unrelated"
"2198","unrelated"
"2199","unrelated"
"2200","unrelated"
"2201","agree"
"2202","unrelated"
"2203","discuss"
"2204","discuss"
"2205","unrelated"
"2206","unrelated"
"2207","unrelated"
"2208","discuss"
"2209","unrelated"
"2210","unrelated"
"2211","unrelated"
"2212","discuss"
"2213","discuss"
"2214","unrelated"
"2215","unrelated"
"2216","unrelated"
"2217","unrelated"
"2218","unrelated"
"2219","unrelated"
"2220","unrelated"
"2221","disagree"
"2222","unrelated"
"2223","unrelated"
"2224","unrelated"
"2225","unrelated"
"2226","unrelated"
"2227","unrelated"
"2228","unrelated"
"2229","unrelated"
"2230","unrelated"
"2231","unrelated"
"2232","unrelated"
"2233","unrelated"
"2234","unrelated"
"2235","unrelated"
"2236","unrelated"
"2237","unrelated"
"2238","unrelated"
"2239","unrelated"
"2240","unrelated"
"2241","agree"
"2242","discuss"
"2243","unrelated"
"2244","unrelated"
"2245","unrelated"
"2246","unrelated"
"2247","unrelated"
"2248","unrelated"
"2249","discuss"
"2250","discuss"
"2251","unrelated"
"2252","unrelated"
"2253","unrelated"
"2254","agree"
"2255","unrelated"
"2256","discuss"
"2257","unrelated"
"2258","discuss"
"2259","unrelated"
"2260","unrelated"
"2261","unrelated"
"2262","unrelated"
"2263","discuss"
"2264","agree"
"2265","unrelated"
"2266","discuss"
"2267","unrelated"
"2268","unrelated"
"2269","unrelated"
"2270","unrelated"
"2271","agree"
"2272","unrelated"
"2273","agree"
"2274","discuss"
"2275","unrelated"
"2276","unrelated"
"2277","unrelated"
"2278","discuss"
"2279","unrelated"
"2280","agree"
"2281","unrelated"
"2282","unrelated"
"2283","unrelated"
"2284","discuss"
"2285","unrelated"
"2286","unrelated"
"2287","discuss"
"2288","unrelated"
"2289","unrelated"
"2290","unrelated"
"2291","agree"
"2292","unrelated"
"2293","discuss"
"2294","agree"
"2295","unrelated"
"2296","unrelated"
"2297","unrelated"
"2298","unrelated"
"2299","unrelated"
"2300","unrelated"
"2301","unrelated"
"2302","unrelated"
"2303","unrelated"
"2304","discuss"
"2305","unrelated"
"2306","unrelated"
"2307","unrelated"
"2308","unrelated"
"2309","unrelated"
"2310","discuss"
"2311","unrelated"
"2312","agree"
"2313","unrelated"
"2314","unrelated"
"2315","unrelated"
"2316","discuss"
"2317","unrelated"
"2318","unrelated"
"2319","unrelated"
"2320","unrelated"
"2321","disagree"
"2322","unrelated"
"2323","unrelated"
"2324","unrelated"
"2325","unrelated"
"2326","unrelated"
"2327","unrelated"
"2328","unrelated"
"2329","unrelated"
"2330","discuss"
"2331","unrelated"
"2332","unrelated"
"2333","agree"
"2334","unrelated"
"2335","unrelated"
"2336","unrelated"
"2337","unrelated"
"2338","unrelated"
"2339","unrelated"
"2340","discuss"
"2341","unrelated"
"2342","agree"
"2343","unrelated"
"2344","unrelated"
"2345","unrelated"
"2346","unrelated"
"2347","unrelated"
"2348","unrelated"
"2349","unrelated"
"2350","unrelated"
"2351","unrelated"
"2352","agree"
"2353","unrelated"
"2354","discuss"
"2355","unrelated"
"2356","unrelated"
"2357","unrelated"
"2358","unrelated"
"2359","unrelated"
"2360","unrelated"
"2361","agree"
"2362","discuss"
"2363","unrelated"
"2364","unrelated"
"2365","unrelated"
"2366","unrelated"
"2367","discuss"
"2368","unrelated"
"2369","unrelated"
"2370","unrelated"
"2371","agree"
"2372","unrelated"
"2373","disagree"
"2374","unrelated"
"2375","unrelated"
"2376","unrelated"
"2377","discuss"
"2378","unrelated"
"2379","unrelated"
"2380","discuss"
"2381","discuss"
"2382","unrelated"
